Seção%Divisão%Grupo%Classe%Denominação
C%10%10.5%10.53-8%Fabricação de sorvetes e outros gelados comestíveis
C%10%10.6%10.61-9%Beneficiamento de arroz e fabricação de produtos do arroz
C%10%10.6%10.62-7%Moagem de trigo e fabricação de derivados
C%10%10.6%10.63-5%Fabricação de farinha de mandioca e derivados
C%10%10.6%10.64-3%Fabricação de farinha de milho e derivados, exceto óleos de milho
C%10%10.6%10.65-1%Fabricação de amidos e féculas de vegetais e de óleos de milho
C%10%10.6%10.66-0%Fabricação de alimentos para animais
C%10%10.6%10.69-4%Moagem e fabricação de produtos de origem vegetal não especificados anteriormente
C%10%10.7%10.71-6%Fabricação de açúcar em bruto
C%10%10.7%10.72-4%Fabricação de açúcar refinado
C%10%10.8%10.81-3%Torrefação e moagem de café
C%10%10.8%10.82-1%Fabricação de produtos à base de café
C%10%10.9%10.91-1%Fabricação de produtos de panificação
C%10%10.9%10.92-9%Fabricação de biscoitos e bolachas
C%10%10.9%10.93-7%Fabricação de produtos derivados do cacau, de chocolates e confeitos
C%10%10.9%10.94-5%Fabricação de massas alimentícias
C%10%10.9%10.95-3%Fabricação de especiarias, molhos, temperos e condimentos
C%10%10.9%10.96-1%Fabricação de alimentos e pratos prontos
C%10%10.9%10.99-6%Fabricação de produtos alimentícios não especificados anteriormente
C%11%11.1%11.11-9%Fabricação de aguardentes e outras bebidas destiladas
C%11%11.1%11.12-7%Fabricação de vinho
C%11%11.1%11.13-5%Fabricação de malte, cervejas e chopes
C%11%11.2%11.21-6%Fabricação de águas envasadas
C%11%11.2%11.22-4%Fabricação de refrigerantes e de outras bebidas não-alcoólicas
C%12%12.1%12.10-7%Processamento industrial do fumo
C%12%12.2%12.20-4%Fabricação de produtos do fumo
C%13%13.1%13.11-1%Preparação e fiação de fibras de algodão
C%13%13.1%13.12-0%Preparação e fiação de fibras têxteis naturais, exceto algodão
C%13%13.1%13.13-8%Fiação de fibras artificiais e sintéticas
C%13%13.1%13.14-6%Fabricação de linhas para costurar e bordar
C%13%13.2%13.21-9%Tecelagem de fios de algodão
C%13%13.2%13.22-7%Tecelagem de fios de fibras têxteis naturais, exceto algodão
C%13%13.2%13.23-5%Tecelagem de fios de fibras artificiais e sintéticas
C%13%13.3%13.30-8%Fabricação de tecidos de malha
C%13%13.4%13.40-5%Acabamentos em fios, tecidos e artefatos têxteis
C%13%13.5%13.51-1%Fabricação de artefatos têxteis para uso doméstico
C%13%13.5%13.52-9%Fabricação de artefatos de tapeçaria
C%13%13.5%13.53-7%Fabricação de artefatos de cordoaria
C%13%13.5%13.54-5%Fabricação de tecidos especiais, inclusive artefatos
C%13%13.5%13.59-6%Fabricação de outros produtos têxteis não especificados anteriormente
C%14%14.1%14.11-8%Confecção de roupas íntimas
C%14%14.1%14.12-6%Confecção de peças do vestuário, exceto roupas íntimas
C%14%14.1%14.13-4%Confecção de roupas profissionais
C%14%14.1%14.14-2%Fabricação de acessórios do vestuário, exceto para segurança e proteção
C%14%14.2%14.21-5%Fabricação de meias
C%14%14.2%14.22-3%Fabricação de artigos do vestuário, produzidos em malharias e tricotagens, exceto meias
C%15%15.1%15.10-6%Curtimento e outras preparações de couro
C%15%15.2%15.21-1%Fabricação de artigos para viagem, bolsas e semelhantes de qualquer material
C%15%15.2%15.29-7%Fabricação de artefatos de couro não especificados anteriormente
C%15%15.3%15.31-9%Fabricação de calçados de couro
C%15%15.3%15.32-7%Fabricação de tênis de qualquer material
C%15%15.3%15.33-5%Fabricação de calçados de material sintético
C%15%15.3%15.39-4%Fabricação de calçados de materiais não especificados anteriormente
C%15%15.4%15.40-8%Fabricação de partes para calçados, de qualquer material
C%16%16.1%16.10-2%Desdobramento de madeira
C%16%16.2%16.21-8%Fabricação de madeira laminada e de chapas de madeira compensada, prensada e aglomerada
C%16%16.2%16.22-6%"Fabricação de estruturas de madeira e de artigos de carpintaria para construção"
C%16%16.2%16.23-4%Fabricação de artefatos de tanoaria e de embalagens de madeira
C%16%16.2%16.29-3%Fabricação de artefatos de madeira, palha, cortiça, vime e material trançado não especificados anteriormente, exceto móveis
C%17%17.1%17.10-9%Fabricação de celulose e outras pastas para a fabricação de papel
C%17%17.2%17.21-4%Fabricação de papel
C%17%17.2%17.22-2%Fabricação de cartolina e papel-cartão
C%17%17.3%17.31-1%Fabricação de embalagens de papel
C%17%17.3%17.32-0%Fabricação de embalagens de cartolina e papel-cartão
C%17%17.3%17.33-8%Fabricação de chapas e de embalagens de papelão ondulado
C%17%17.4%17.41-9%Fabricação de produtos de papel, cartolina, papel-cartão e papelão ondulado para uso comercial e de escritório
C%17%17.4%17.42-7%Fabricação de produtos de papel para usos doméstico e higiênico-sanitário
C%17%17.4%17.49-4%Fabricação de produtos de pastas celulósicas, papel, cartolina, papel-cartão e papelão ondulado não especificados anteriormente
C%18%18.1%18.11-3%Impressão de jornais, livros, revistas e outras publicações periódicas
C%18%18.1%18.12-1%Impressão de material de segurança
C%18%18.1%18.13-0%Impressão de materiais para outros usos
C%18%18.2%18.21-1%Serviços de pré-impressão
C%18%18.2%18.22-9%Serviços de acabamentos gráficos
C%18%18.3%18.30-0%Reprodução de materiais gravados em qualquer suporte
C%19%19.1%19.10-1%Coquerias
C%19%19.2%19.21-7%Fabricação de produtos do refino de petróleo
C%19%19.2%19.22-5%Fabricação de produtos derivados do petróleo, exceto produtos do refino
C%19%19.3%19.31-4%Fabricação de álcool
C%19%19.3%19.32-2%Fabricação de biocombustíveis, exceto álcool
C%20%20.1%20.11-8%Fabricação de cloro e álcalis
C%20%20.1%20.12-6%Fabricação de intermediários para fertilizantes
C%20%20.1%20.13-4%Fabricação de adubos e fertilizantes
C%20%20.1%20.14-2%Fabricação de gases industriais
C%20%20.1%20.19-3%Fabricação de produtos químicos inorgânicos não especificados anteriormente
C%20%20.2%20.21-5%Fabricação de produtos petroquímicos básicos
C%20%20.2%20.22-3%Fabricação de intermediários para plastificantes, resinas e fibras
C%20%20.2%20.29-1%Fabricação de produtos químicos orgânicos não especificados anteriormente
C%20%20.3%20.31-2%Fabricação de resinas termoplásticas
C%20%20.3%20.32-1%Fabricação de resinas termofixas
C%20%20.3%20.33-9%Fabricação de elastômeros
C%20%20.4%20.40-1%Fabricação de fibras artificiais e sintéticas
C%20%20.5%20.51-7%Fabricação de defensivos agrícolas
C%20%20.5%20.52-5%Fabricação de desinfestantes domissanitários
C%20%20.6%20.61-4%Fabricação de sabões e detergentes sintéticos
C%20%20.6%20.62-2%Fabricação de produtos de limpeza e polimento
C%20%20.6%20.63-1%Fabricação de cosméticos, produtos de perfumaria e de higiene pessoal
C%20%20.7%20.71-1%Fabricação de tintas, vernizes, esmaltes e lacas
C%20%20.7%20.72-0%Fabricação de tintas de impressão
C%20%20.7%20.73-8%Fabricação de impermeabilizantes, solventes e produtos afins
C%20%20.9%20.91-6%Fabricação de adesivos e selantes
C%20%20.9%20.92-4%Fabricação de explosivos
C%20%20.9%20.93-2%Fabricação de aditivos de uso industrial
C%20%20.9%20.94-1%Fabricação de catalisadores
C%20%20.9%20.99-1%Fabricação de produtos químicos não especificados anteriormente
C%21%21.1%21.10-6%Fabricação de produtos farmoquímicos
C%21%21.2%21.21-1%Fabricação de medicamentos para uso humano
C%21%21.2%21.22-0%Fabricação de medicamentos para uso veterinário
C%21%21.2%21.23-8%Fabricação de preparações farmacêuticas
C%22%22.1%22.11-1%Fabricação de pneumáticos e de câmaras-de-ar
C%22%22.1%22.12-9%Reforma de pneumáticos usados
C%22%22.1%22.19-6%Fabricação de artefatos de borracha não especificados anteriormente
C%22%22.2%22.21-8%Fabricação de laminados planos e tubulares de material plástico
C%22%22.2%22.22-6%Fabricação de embalagens de material plástico
C%22%22.2%22.23-4%Fabricação de tubos e acessórios de material plástico para uso na construção
C%22%22.2%22.29-3%Fabricação de artefatos de material plástico não especificados anteriormente
C%23%23.1%23.11-7%Fabricação de vidro plano e de segurança
C%23%23.1%23.12-5%Fabricação de embalagens de vidro
C%23%23.1%23.19-2%Fabricação de artigos de vidro
C%23%23.2%23.20-6%Fabricação de cimento
C%23%23.3%23.30-3%Fabricação de artefatos de concreto, cimento, fibrocimento, gesso e materiais semelhantes
C%23%23.4%23.41-9%Fabricação de produtos cerâmicos refratários
C%23%23.4%23.42-7%Fabricação de produtos cerâmicos não-refratários para uso estrutural na construção
C%23%23.4%23.49-4%Fabricação de produtos cerâmicos não-refratários não especificados anteriormente
C%23%23.9%23.91-5%Aparelhamento e outros trabalhos em pedras
C%23%23.9%23.92-3%Fabricação de cal e gesso
C%23%23.9%23.99-1%Fabricação de produtos de minerais não-metálicos não especificados anteriormente
C%24%24.1%24.11-3%Produção de ferro-gusa
C%24%24.1%24.12-1%Produção de ferroligas
C%24%24.2%24.21-1%Produção de semi-acabados de aço
C%24%24.2%24.22-9%Produção de laminados planos de aço
C%24%24.2%24.23-7%Produção de laminados longos de aço
C%24%24.2%24.24-5%Produção de relaminados, trefilados e perfilados de aço
C%24%24.3%24.31-8%Produção de tubos de aço com costura
C%24%24.3%24.39-3%Produção de outros tubos de ferro e aço
C%24%24.4%24.41-5%Metalurgia do alumínio e suas ligas
C%24%24.4%24.42-3%Metalurgia dos metais preciosos
C%24%24.4%24.43-1%Metalurgia do cobre
C%24%24.4%24.49-1%Metalurgia dos metais não-ferrosos e suas ligas não especificados anteriormente
C%24%24.5%24.51-2%Fundição de ferro e aço
C%24%24.5%24.52-1%Fundição de metais não-ferrosos e suas ligas
C%25%25.1%25.11-0%Fabricação de estruturas metálicas
C%25%25.1%25.12-8%Fabricação de esquadrias de metal
C%25%25.1%25.13-6%Fabricação de obras de caldeiraria pesada
C%25%25.2%25.21-7%Fabricação de tanques, reservatórios metálicos e caldeiras para aquecimento central
C%25%25.2%25.22-5%Fabricação de caldeiras geradoras de vapor, exceto para aquecimento central e para veículos
C%25%25.3%25.31-4%Produção de forjados de aço e de metais não-ferrosos e suas ligas
C%25%25.3%25.32-2%Produção de artefatos estampados de metal; metalurgia do pó
C%25%25.3%25.39-0%Serviços de usinagem, solda, tratamento e revestimento em metais
C%25%25.4%25.41-1%Fabricação de artigos de cutelaria
C%25%25.4%25.42-0%Fabricação de artigos de serralheria, exceto esquadrias
C%25%25.4%25.43-8%Fabricação de ferramentas
C%25%25.5%25.50-1%Fabricação de equipamento bélico pesado, armas de fogo e munições
C%25%25.9%25.91-8%Fabricação de embalagens metálicas
C%25%25.9%25.92-6%Fabricação de produtos de trefilados de metal
C%25%25.9%25.93-4%Fabricação de artigos de metal para uso doméstico e pessoal
C%25%25.9%25.99-3%Fabricação de produtos de metal não especificados anteriormente
C%26%26.1%26.10-8%Fabricação de componentes eletrônicos
C%26%26.2%26.21-3%Fabricação de equipamentos de informática
C%26%26.2%26.22-1%Fabricação de periféricos para equipamentos de informática
C%26%26.3%26.31-1%Fabricação de equipamentos transmissores de comunicação
C%26%26.3%26.32-9%Fabricação de aparelhos telefônicos e de outros equipamentos de comunicação
C%26%26.4%26.40-0%Fabricação de aparelhos de recepção, reprodução, gravação e amplificação de áudio e vídeo
C%26%26.5%26.51-5%Fabricação de aparelhos e equipamentos de medida, teste e controle
C%26%26.5%26.52-3%Fabricação de cronômetros e relógios
C%26%26.6%26.60-4%Fabricação de aparelhos eletromédicos e eletroterapêuticos e equipamentos de irradiação
C%26%26.7%26.70-1%Fabricação de equipamentos e instrumentos ópticos, fotográficos e cinematográficos
C%26%26.8%26.80-9%Fabricação de mídias virgens, magnéticas e ópticas
C%27%27.1%27.10-4%Fabricação de geradores, transformadores e motores elétricos
C%27%27.2%27.21-0%Fabricação de pilhas, baterias e acumuladores elétricos, exceto para veículos automotores
C%27%27.2%27.22-8%Fabricação de baterias e acumuladores para veículos automotores
C%27%27.3%27.31-7%Fabricação de aparelhos e equipamentos para distribuição e controle de energia elétrica
C%27%27.3%27.32-5%Fabricação de material elétrico para instalações em circuito de consumo
C%27%27.3%27.33-3%Fabricação de fios, cabos e condutores elétricos isolados
C%27%27.4%27.40-6%Fabricação de lâmpadas e outros equipamentos de iluminação
C%27%27.5%27.51-1%Fabricação de fogões, refrigeradores e máquinas de lavar e secar para uso doméstico
C%27%27.5%27.59-7%Fabricação de aparelhos eletrodomésticos não especificados anteriormente
C%27%27.9%27.90-2%Fabricação de equipamentos e aparelhos elétricos não especificados anteriormente
C%28%28.1%28.11-9%Fabricação de motores e turbinas, exceto para aviões e veículos rodoviários
C%28%28.1%28.12-7%Fabricação de equipamentos hidráulicos e pneumáticos, exceto válvulas
C%28%28.1%28.13-5%Fabricação de válvulas, registros e dispositivos semelhantes
C%28%28.1%28.14-3%Fabricação de compressores
C%28%28.1%28.15-1%Fabricação de equipamentos de transmissão para fins industriais
C%28%28.2%28.21-6%Fabricação de aparelhos e equipamentos para instalações térmicas
C%28%28.2%28.22-4%Fabricação de máquinas, equipamentos e aparelhos para transporte e elevação de cargas e pessoas
C%28%28.2%28.23-2%Fabricação de máquinas e aparelhos de refrigeração e ventilação para uso industrial e comercial
C%28%28.2%28.24-1%Fabricação de aparelhos e equipamentos de ar condicionado
C%28%28.2%28.25-9%Fabricação de máquinas e equipamentos para saneamento básico e ambiental
C%28%28.2%28.29-1%Fabricação de máquinas e equipamentos de uso geral não especificados anteriormente
C%28%28.3%28.31-3%Fabricação de tratores agrícolas
C%28%28.3%28.32-1%Fabricação de equipamentos para irrigação agrícola
C%28%28.3%28.33-0%Fabricação de máquinas e equipamentos para a agricultura e pecuária, exceto para irrigação
C%28%28.4%28.40-2%Fabricação de máquinas-ferramenta
C%28%28.5%28.51-8%Fabricação de máquinas e equipamentos para a prospecção e extração de petróleo
C%28%28.5%28.52-6%Fabricação de outras máquinas e equipamentos para uso na extração mineral, exceto na extração de petróleo
C%28%28.5%28.53-4%Fabricação de tratores, exceto agrícolas
C%28%28.5%28.54-2%Fabricação de máquinas e equipamentos para terraplenagem, pavimentação e construção, exceto tratores
C%28%28.6%28.61-5%Fabricação de máquinas para a indústria metalúrgica, exceto máquinas-ferramenta
C%28%28.6%28.62-3%Fabricação de máquinas e equipamentos para as indústrias de alimentos, bebidas e fumo
C%28%28.6%28.63-1%Fabricação de máquinas e equipamentos para a indústria têxtil
C%28%28.6%28.64-0%Fabricação de máquinas e equipamentos para as indústrias do vestuário, do couro e de calçados
C%28%28.6%28.65-8%Fabricação de máquinas e equipamentos para as indústrias de celulose, papel e papelão e artefatos
C%28%28.6%28.66-6%Fabricação de máquinas e equipamentos para a indústria do plástico
C%28%28.6%28.69-1%Fabricação de máquinas e equipamentos para uso industrial específico não especificados anteriormente
C%29%29.1%29.10-7%Fabricação de automóveis, camionetas e utilitários
C%29%29.2%29.20-4%Fabricação de caminhões e ônibus
C%29%29.3%29.30-1%Fabricação de cabines, carrocerias e reboques para veículos automotores
C%29%29.4%29.41-7%Fabricação de peças e acessórios para o sistema motor de veículos automotores
C%29%29.4%29.42-5%Fabricação de peças e acessórios para os sistemas de marcha e transmissão de veículos automotores
C%29%29.4%29.43-3%Fabricação de peças e acessórios para o sistema de freios de veículos automotores
C%29%29.4%29.44-1%Fabricação de peças e acessórios para o sistema de direção e suspensão de veículos automotores
C%29%29.4%29.45-0%Fabricação de material elétrico e eletrônico para veículos automotores, exceto baterias
C%29%29.4%29.49-2%Fabricação de peças e acessórios para veículos automotores não especificados anteriormente
C%29%29.5%29.50-6%Recondicionamento e recuperação de motores para veículos automotores
C%30%30.1%30.11-3%Construção de embarcações e estruturas flutuantes
C%30%30.1%30.12-1%Construção de embarcações para esporte e lazer
C%30%30.3%30.31-8%Fabricação de locomotivas, vagões e outros materiais rodantes
C%30%30.3%30.32-6%Fabricação de peças e acessórios para veículos ferroviários
C%30%30.4%30.41-5%Fabricação de aeronaves
C%30%30.4%30.42-3%Fabricação de turbinas, motores e outros componentes e peças para aeronaves
C%30%30.5%30.50-4%Fabricação de veículos militares de combate
C%30%30.9%30.91-1%Fabricação de motocicletas
C%30%30.9%30.92-0%Fabricação de bicicletas e triciclos não-motorizados
C%30%30.9%30.99-7%Fabricação de equipamentos de transporte não especificados anteriormente
C%31%31.0%31.01-2%Fabricação de móveis com predominância de madeira
C%31%31.0%31.02-1%Fabricação de móveis com predominância de metal
C%31%31.0%31.03-9%Fabricação de móveis de outros materiais, exceto madeira e metal
C%31%31.0%31.04-7%Fabricação de colchões
C%32%32.1%32.11-6%Lapidação de gemas e fabricação de artefatos de ourivesaria e joalheria
C%32%32.1%32.12-4%Fabricação de bijuterias e artefatos semelhantes
C%32%32.2%32.20-5%Fabricação de instrumentos musicais
C%32%32.3%32.30-2%Fabricação de artefatos para pesca e esporte
C%32%32.4%32.40-0%Fabricação de brinquedos e jogos recreativos
C%32%32.5%32.50-7%Fabricação de instrumentos e materiais para uso médico e odontológico e de artigos ópticos
C%32%32.9%32.91-4%Fabricação de escovas, pincéis e vassouras
C%32%32.9%32.92-2%Fabricação de equipamentos e acessórios para segurança e proteção pessoal e profissional
C%32%32.9%32.99-0%Fabricação de produtos diversos não especificados anteriormente
C%33%33.1%33.11-2%Manutenção e reparação de tanques, reservatórios metálicos e caldeiras, exceto para veículos
C%33%33.1%33.12-1%Manutenção e reparação de equipamentos eletrônicos e ópticos
C%33%33.1%33.13-9%Manutenção e reparação de máquinas e equipamentos elétricos
C%33%33.1%33.14-7%Manutenção e reparação de máquinas e equipamentos da indústria mecânica
C%33%33.1%33.15-5%Manutenção e reparação de veículos ferroviários
C%33%33.1%33.16-3%Manutenção e reparação de aeronaves
C%33%33.1%33.17-1%Manutenção e reparação de embarcações
C%33%33.1%33.19-8%Manutenção e reparação de equipamentos e produtos não especificados anteriormente
C%33%33.2%33.21-0%Instalação de máquinas e equipamentos industriais
C%33%33.2%33.29-5%Instalação de equipamentos não especificados anteriormente
D%35%35.1%35.11-5%Geração de energia elétrica
D%35%35.1%35.12-3%Transmissão de energia elétrica
D%35%35.1%35.13-1%Comércio atacadista de energia elétrica
D%35%35.1%35.14-0%Distribuição de energia elétrica
D%35%35.2%35.20-4%Produção de gás; processamento de gás natural; distribuição de combustíveis gasosos por redes urbanas
D%35%35.3%35.30-1%Produção e distribuição de vapor, água quente e ar condicionado
E%36%36.0%36.00-6%Captação, tratamento e distribuição de água
E%37%37.0%37.01-1%Gestão de redes de esgoto
E%37%37.0%37.02-9%Atividades relacionadas a esgoto, exceto a gestão de redes
E%38%38.1%38.11-4%Coleta de resíduos não-perigosos
E%38%38.1%38.12-2%Coleta de resíduos perigosos
E%38%38.2%38.21-1%Tratamento e disposição de resíduos não-perigosos
E%38%38.2%38.22-0%Tratamento e disposição de resíduos perigosos
E%38%38.3%38.31-9%Recuperação de materiais metálicos
E%38%38.3%38.32-7%Recuperação de materiais plásticos
E%38%38.3%38.39-4%Recuperação de materiais não especificados anteriormente
E%39%39.0%39.00-5%Descontaminação e outros serviços de gestão de resíduos
F%41%41.1%41.10-7%Incorporação de empreendimentos imobiliários
F%41%41.2%41.20-4%Construção de edifícios
F%42%42.1%42.11-1%Construção de rodovias e ferrovias
F%42%42.1%42.12-0%Construção de obras-de-arte especiais
F%42%42.1%42.13-8%Obras de urbanização - ruas, praças e calçadas
F%42%42.2%42.21-9%Obras para geração e distribuição de energia elétrica e para telecomunicações
F%42%42.2%42.22-7%Construção de redes de abastecimento de água, coleta de esgoto e construções correlatas
F%42%42.2%42.23-5%Construção de redes de transportes por dutos, exceto para água e esgoto
F%42%42.9%42.91-0%Obras portuárias, marítimas e fluviais
F%42%42.9%42.92-8%Montagem de instalações industriais e de estruturas metálicas
F%42%42.9%42.99-5%Obras de engenharia civil não especificadas anteriormente
F%43%43.1%43.11-8%Demolição e preparação de canteiros de obras
F%43%43.1%43.12-6%Perfurações e sondagens
F%43%43.1%43.13-4%Obras de terraplenagem
F%43%43.1%43.19-3%Serviços de preparação do terreno não especificados anteriormente
F%43%43.2%43.21-5%Instalações elétricas
F%43%43.2%43.22-3%Instalações hidráulicas, de sistemas de ventilação e refrigeração
F%43%43.2%43.29-1%Obras de instalações em construções não especificadas anteriormente
F%43%43.3%43.30-4%Obras de acabamento
F%43%43.9%43.91-6%Obras de fundações
F%43%43.9%43.99-1%Serviços especializados para construção não especificados anteriormente
G%45%45.1%45.11-1%Comércio a varejo e por atacado de veículos automotores
G%45%45.1%45.12-9%Representantes comerciais e agentes do comércio de veículos automotores
G%45%45.2%45.20-0%Manutenção e reparação de veículos automotores
G%45%45.3%45.30-7%Comércio de peças e acessórios para veículos automotores
G%45%45.4%45.41-2%Comércio por atacado e a varejo de motocicletas, peças e acessórios
G%45%45.4%45.42-1%Representantes comerciais e agentes do comércio de motocicletas, peças e acessórios
G%45%45.4%45.43-9%Manutenção e reparação de motocicletas
G%46%46.1%46.11-7%Representantes comerciais e agentes do comércio de matérias-primas agrícolas e animais vivos
G%46%46.1%46.12-5%Representantes comerciais e agentes do comércio de combustíveis, minerais, produtos siderúrgicos e químicos
G%46%46.1%46.13-3%Representantes comerciais e agentes do comércio de madeira, material de construção e ferragens
G%46%46.1%46.14-1%Representantes comerciais e agentes do comércio de máquinas, equipamentos, embarcações e aeronaves
G%46%46.1%46.15-0%Representantes comerciais e agentes do comércio de eletrodomésticos, móveis e artigos de uso doméstico
G%46%46.1%46.16-8%Representantes comerciais e agentes do comércio de têxteis, vestuário, calçados e artigos de viagem
G%46%46.1%46.17-6%Representantes comerciais e agentes do comércio de produtos alimentícios, bebidas e fumo
G%46%46.1%46.18-4%Representantes comerciais e agentes do comércio especializado em produtos não especificados anteriormente
G%46%46.1%46.19-2%Representantes comerciais e agentes do comércio de mercadorias em geral não especializado
G%46%46.2%46.21-4%Comércio atacadista de café em grão
G%46%46.2%46.22-2%Comércio atacadista de soja
G%46%46.2%46.23-1%Comércio atacadista de animais vivos, alimentos para animais e matérias-primas agrícolas, exceto café e soja
G%46%46.3%46.31-1%Comércio atacadista de leite e laticínios
G%46%46.3%46.32-0%Comércio atacadista de cereais e leguminosas beneficiados, farinhas, amidos e féculas
G%46%46.3%46.33-8%Comércio atacadista de hortifrutigranjeiros
G%46%46.3%46.34-6%Comércio atacadista de carnes, produtos da carne e pescado
G%46%46.3%46.35-4%Comércio atacadista de bebidas
G%46%46.3%46.36-2%Comércio atacadista de produtos do fumo
G%46%46.3%46.37-1%Comércio atacadista especializado em produtos alimentícios não especificados anteriormente
G%46%46.3%46.39-7%Comércio atacadista de produtos alimentícios em geral
G%46%46.4%46.41-9%Comércio atacadista de tecidos, artefatos de tecidos e de armarinho
G%46%46.4%46.42-7%Comércio atacadista de artigos do vestuário e acessórios
G%46%46.4%46.43-5%Comércio atacadista de calçados e artigos de viagem
G%46%46.4%46.44-3%Comércio atacadista de produtos farmacêuticos para uso humano e veterinário
G%46%46.4%46.45-1%Comércio atacadista de instrumentos e materiais para uso médico, cirúrgico, ortopédico e odontológico
G%46%46.4%46.46-0%Comércio atacadista de cosméticos, produtos de perfumaria e de higiene pessoal
G%46%46.4%46.47-8%Comércio atacadista de artigos de escritório e de papelaria; livros, jornais e outras publicações
G%46%46.4%46.49-4%Comércio atacadista de equipamentos e artigos de uso pessoal e doméstico não especificados anteriormente
G%46%46.5%46.51-6%Comércio atacadista de computadores, periféricos e suprimentos de informática
G%46%46.5%46.52-4%Comércio atacadista de componentes eletrônicos e equipamentos de telefonia e comunicação
G%46%46.6%46.61-3%Comércio atacadista de máquinas, aparelhos e equipamentos para uso agropecuário; partes e peças
G%46%46.6%46.62-1%Comércio atacadista de máquinas, equipamentos para terraplenagem, mineração e construção; partes e peças
G%46%46.6%46.63-0%Comércio atacadista de máquinas e equipamentos para uso industrial; partes e peças
G%46%46.6%46.64-8%Comércio atacadista de máquinas, aparelhos e equipamentos para uso odonto-médico-hospitalar; partes e peças
G%46%46.6%46.65-6%Comércio atacadista de máquinas e equipamentos para uso comercial; partes e peças
G%46%46.6%46.69-9%Comércio atacadista de máquinas, aparelhos e equipamentos não especificados anteriormente; partes e peças
G%46%46.7%46.71-1%Comércio atacadista de madeira e produtos derivados
